md5,duplicate_group_id,label,filepath,filename,is_cross_class_group,match_type
46a0d88228fc4d048fb28f975ba271ca,11,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\10.e-waste-pile.jpg,10.e-waste-pile.jpg,False,exact_md5
46a0d88228fc4d048fb28f975ba271ca,11,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\13.e-waste-pile.jpg,13.e-waste-pile.jpg,False,exact_md5
7bd46f926dd27f5969b660ccf8c82245,12,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\12.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,12.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,False,exact_md5
7bd46f926dd27f5969b660ccf8c82245,12,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\5.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,5.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,False,exact_md5
226c7ba8fa8071753f360dcfd63eda4c,13,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\16.large-pile-of-e-waste-sadoff-e-recycling.jpeg,16.large-pile-of-e-waste-sadoff-e-recycling.jpeg,False,exact_md5
226c7ba8fa8071753f360dcfd63eda4c,13,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\8.large-pile-of-e-waste-sadoff-e-recycling.jpeg,8.large-pile-of-e-waste-sadoff-e-recycling.jpeg,False,exact_md5
3d3d78b2abc93659c19c59edcd2e1698,14,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\18.E-Waste_Landfill.jpg,18.E-Waste_Landfill.jpg,False,exact_md5
3d3d78b2abc93659c19c59edcd2e1698,14,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\5.E-Waste_Landfill.jpg,5.E-Waste_Landfill.jpg,False,exact_md5
7d9042b2257afba17734f50c521792e7,15,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\18.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,18.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,False,exact_md5
7d9042b2257afba17734f50c521792e7,15,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,False,exact_md5
625970aa2e6821663923255675afcb66,16,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\20.Sampah_Elektronik_1.jpg,20.Sampah_Elektronik_1.jpg,False,exact_md5
625970aa2e6821663923255675afcb66,16,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\7.Sampah_Elektronik_1.jpg,7.Sampah_Elektronik_1.jpg,False,exact_md5
3037c0f79ad2c808fcdfa8440379a24a,17,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\40.5wh0lsj1gtwy.jpg,40.5wh0lsj1gtwy.jpg,False,exact_md5
3037c0f79ad2c808fcdfa8440379a24a,17,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\5wh0lsj1gtwy.jpg,5wh0lsj1gtwy.jpg,False,exact_md5
ed4e112a4affb383045dfa21c31e3034,18,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\457.jpeg,457.jpeg,False,exact_md5
ed4e112a4affb383045dfa21c31e3034,18,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\507.jpeg,507.jpeg,False,exact_md5
67b4f6f62241aa8988749326f8327b20,19,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\628(1).jpeg,628(1).jpeg,False,exact_md5
67b4f6f62241aa8988749326f8327b20,19,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\628.jpeg,628.jpeg,False,exact_md5
f9b96db1123f36fe7b28347fb73524d0,20,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\630(1).jpeg,630(1).jpeg,False,exact_md5
f9b96db1123f36fe7b28347fb73524d0,20,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\630.jpeg,630.jpeg,False,exact_md5
486b9c1e6e781777707e21fb1d83fabc,21,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\635(1).jpeg,635(1).jpeg,False,exact_md5
486b9c1e6e781777707e21fb1d83fabc,21,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\635.jpeg,635.jpeg,False,exact_md5
b08d3af0610d14b90f181b3e58f9e7c0,22,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\IMG-20200328-WA0030(1).jpg,IMG-20200328-WA0030(1).jpg,False,exact_md5
b08d3af0610d14b90f181b3e58f9e7c0,22,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\IMG-20200328-WA0030.jpg,IMG-20200328-WA0030.jpg,False,exact_md5
2086b74534bb71e0a6bd160371c2fd35,23,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mobile_56.jpg,Mobile_56.jpg,False,exact_md5
2086b74534bb71e0a6bd160371c2fd35,23,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mobile_6.jpg,Mobile_6.jpg,False,exact_md5
acf333cddec3bf30d511300f8b5e0871,24,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_147.jpg,Mouse_147.jpg,False,exact_md5
acf333cddec3bf30d511300f8b5e0871,24,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_187.jpg,Mouse_187.jpg,False,exact_md5
95a3fa1c097bc226100e34768e904fbd,25,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_150.jpg,Mouse_150.jpg,False,exact_md5
95a3fa1c097bc226100e34768e904fbd,25,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_193.jpg,Mouse_193.jpg,False,exact_md5
82e30b307d16579eb61997e5be841b2f,26,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_162.jpg,Mouse_162.jpg,False,exact_md5
82e30b307d16579eb61997e5be841b2f,26,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_210.jpg,Mouse_210.jpg,False,exact_md5
41b824af5fea2fe15ddafd55c94f50c3,27,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_171.jpg,Mouse_171.jpg,False,exact_md5
41b824af5fea2fe15ddafd55c94f50c3,27,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_201.jpg,Mouse_201.jpg,False,exact_md5
3f354f036a337764cde8db4220ccf8be,28,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_176.jpg,Mouse_176.jpg,False,exact_md5
3f354f036a337764cde8db4220ccf8be,28,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_212.jpg,Mouse_212.jpg,False,exact_md5
c676edd3cce133ccd7390fe72bf37e0e,29,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_179.jpg,Mouse_179.jpg,False,exact_md5
c676edd3cce133ccd7390fe72bf37e0e,29,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_186.jpg,Mouse_186.jpg,False,exact_md5
94091af07bc93e789f904227d2440563,30,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_189.jpg,Mouse_189.jpg,False,exact_md5
94091af07bc93e789f904227d2440563,30,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Mouse_213.jpg,Mouse_213.jpg,False,exact_md5
9bb4526acea25014d4a706c034811291,31,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_110.jpg,pcb_110.jpg,False,exact_md5
9bb4526acea25014d4a706c034811291,31,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_155.jpg,pcb_155.jpg,False,exact_md5
6c010811c8f1d9875c6df3e07a78f235,32,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_113.jpg,pcb_113.jpg,False,exact_md5
6c010811c8f1d9875c6df3e07a78f235,32,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_209.jpg,pcb_209.jpg,False,exact_md5
beab25ac969515a9bb418536391387e2,33,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_156.jpg,pcb_156.jpg,False,exact_md5
beab25ac969515a9bb418536391387e2,33,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\pcb_161.jpg,pcb_161.jpg,False,exact_md5
e9b639eab8750e613a3548011e1ef0a9,34,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_146.jpg,Player_146.jpg,False,exact_md5
e9b639eab8750e613a3548011e1ef0a9,34,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_99.jpg,Player_99.jpg,False,exact_md5
f0810c09681ced4403729678145017b3,35,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_151.jpg,Player_151.jpg,False,exact_md5
f0810c09681ced4403729678145017b3,35,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_202.jpg,Player_202.jpg,False,exact_md5
2cdadbe24040e31fa3ba45868a38d6ea,36,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_243.jpg,Player_243.jpg,False,exact_md5
2cdadbe24040e31fa3ba45868a38d6ea,36,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Player_38.jpg,Player_38.jpg,False,exact_md5
b59567fe3c7f0443a1e823477bd5a140,37,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Printer_59.jpg,Printer_59.jpg,False,exact_md5
b59567fe3c7f0443a1e823477bd5a140,37,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Printer_60.jpg,Printer_60.jpg,False,exact_md5
0bdb9da68380941bb62cef41c49e468f,38,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Printer_63.jpg,Printer_63.jpg,False,exact_md5
0bdb9da68380941bb62cef41c49e468f,38,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Printer_64.jpg,Printer_64.jpg,False,exact_md5
457c8e5e0117a785df49378fa7f73a5d,39,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Television_207.jpg,Television_207.jpg,False,exact_md5
457c8e5e0117a785df49378fa7f73a5d,39,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Television_272.jpg,Television_272.jpg,False,exact_md5
d1e31ec5fc10c06a9934a8275b4c84ed,40,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Television_238.jpg,Television_238.jpg,False,exact_md5
d1e31ec5fc10c06a9934a8275b4c84ed,40,1_Electronic,d:\GitHub\satria-data-bdc-2026\train\1_Electronic\Television_245.jpg,Television_245.jpg,False,exact_md5
55b6b8898d9def129c01767e9ec0e28a,41,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10045.jpg,O_10045.jpg,False,exact_md5
55b6b8898d9def129c01767e9ec0e28a,41,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10330.jpg,O_10330.jpg,False,exact_md5
28f1232d4bd2e18a3dfa29cc3ce6a853,42,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10077.jpg,O_10077.jpg,False,exact_md5
28f1232d4bd2e18a3dfa29cc3ce6a853,42,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_6683.jpg,O_6683.jpg,False,exact_md5
ff8d67f71f4cac204417e65ffcce34c3,43,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10162.jpg,O_10162.jpg,False,exact_md5
ff8d67f71f4cac204417e65ffcce34c3,43,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_6766.jpg,O_6766.jpg,False,exact_md5
ba625da23810a2e5179928dd1f0fd614,44,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10266.jpg,O_10266.jpg,False,exact_md5
ba625da23810a2e5179928dd1f0fd614,44,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_6765.jpg,O_6765.jpg,False,exact_md5
62679eaad00c2efda4058ce52e84ff89,45,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_10316.jpg,O_10316.jpg,False,exact_md5
62679eaad00c2efda4058ce52e84ff89,45,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_6746.jpg,O_6746.jpg,False,exact_md5
829d527a7990e15e987a0ebd27a83c16,46,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_117.jpg,O_117.jpg,False,exact_md5
829d527a7990e15e987a0ebd27a83c16,46,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1419.jpg,O_1419.jpg,False,exact_md5
7210049f55c62f427995ef2cdf5d7a47,47,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1328.jpg,O_1328.jpg,False,exact_md5
7210049f55c62f427995ef2cdf5d7a47,47,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_702.jpg,O_702.jpg,False,exact_md5
18e0c587877ab4d9c338d9f998896ae7,48,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1453.jpg,O_1453.jpg,False,exact_md5
18e0c587877ab4d9c338d9f998896ae7,48,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_403.jpg,O_403.jpg,False,exact_md5
3fbd85c03726d0a6e278e697044d9b5b,49,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1473.jpg,O_1473.jpg,False,exact_md5
3fbd85c03726d0a6e278e697044d9b5b,49,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_192.jpg,O_192.jpg,False,exact_md5
93f8ac78440583d420b74c9767852333,50,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1485.jpg,O_1485.jpg,False,exact_md5
93f8ac78440583d420b74c9767852333,50,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_315.jpg,O_315.jpg,False,exact_md5
870d9059440f7f23c8d1a9e60e611bcb,51,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1488.jpg,O_1488.jpg,False,exact_md5
870d9059440f7f23c8d1a9e60e611bcb,51,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_310.jpg,O_310.jpg,False,exact_md5
04063326bce08045d6a668c788cea105,52,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1500.jpg,O_1500.jpg,False,exact_md5
04063326bce08045d6a668c788cea105,52,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_473.jpg,O_473.jpg,False,exact_md5
82a5309bd8d3c8bcc37ae73c12444c13,53,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1521.jpg,O_1521.jpg,False,exact_md5
82a5309bd8d3c8bcc37ae73c12444c13,53,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_89.jpg,O_89.jpg,False,exact_md5
3e337eac825df771b0270aaba6c3af1b,54,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1642.jpg,O_1642.jpg,False,exact_md5
3e337eac825df771b0270aaba6c3af1b,54,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_410.jpg,O_410.jpg,False,exact_md5
344700191fcc879fb8d47636b4634bb2,55,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1703.jpg,O_1703.jpg,False,exact_md5
344700191fcc879fb8d47636b4634bb2,55,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_388.jpg,O_388.jpg,False,exact_md5
4ab88c4bc12096f13d9637c93648c620,56,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_1726.jpg,O_1726.jpg,False,exact_md5
4ab88c4bc12096f13d9637c93648c620,56,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_589.jpg,O_589.jpg,False,exact_md5
969085c9e42adc6817bad8724e2bd924,57,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_2027.jpg,O_2027.jpg,False,exact_md5
969085c9e42adc6817bad8724e2bd924,57,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_566.jpg,O_566.jpg,False,exact_md5
f6395790858c13d230ab5ebcb9f75917,58,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_2061.jpg,O_2061.jpg,False,exact_md5
f6395790858c13d230ab5ebcb9f75917,58,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_6618.jpg,O_6618.jpg,False,exact_md5
cf0b415a4acd1ba713c9dbcf0fa64811,59,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_2501.jpg,O_2501.jpg,False,exact_md5
cf0b415a4acd1ba713c9dbcf0fa64811,59,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_5679.jpg,O_5679.jpg,False,exact_md5
e4bea970ac7728295c408fae7a24d277,60,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_3391(1).jpg,O_3391(1).jpg,False,exact_md5
e4bea970ac7728295c408fae7a24d277,60,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_3391.jpg,O_3391.jpg,False,exact_md5
ece268d7eed3cd13cf22c0fb9937a850,61,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_3833.jpg,O_3833.jpg,False,exact_md5
ece268d7eed3cd13cf22c0fb9937a850,61,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_9612.jpg,O_9612.jpg,False,exact_md5
f2c7ab565fb8ac32b65806ba810c9d60,62,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_9640(1).jpg,O_9640(1).jpg,False,exact_md5
f2c7ab565fb8ac32b65806ba810c9d60,62,2_Organic,d:\GitHub\satria-data-bdc-2026\train\2_Organic\O_9640.jpg,O_9640.jpg,False,exact_md5
