filename,filepath,label,label_folder,duplicate_group_id,exclude_from_cv,exclude_from_training,fold
R_102.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_102.jpg,0,0_Recyclable,24,False,False,0
R_1020.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1020.jpg,0,0_Recyclable,25,False,False,4
R_1021.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1021.jpg,0,0_Recyclable,26,False,False,3
R_1022.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1022.jpg,0,0_Recyclable,27,False,False,4
R_1023.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1023.jpg,0,0_Recyclable,28,False,False,0
R_1024.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1024.jpg,0,0_Recyclable,29,False,False,0
R_1025.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1025.jpg,0,0_Recyclable,30,False,False,3
R_1026.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1026.jpg,0,0_Recyclable,31,False,False,0
R_1027.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1027.jpg,0,0_Recyclable,32,False,False,2
R_1028.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1028.jpg,0,0_Recyclable,33,False,False,0
R_1029.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1029.jpg,0,0_Recyclable,34,False,False,0
R_103.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_103.jpg,0,0_Recyclable,35,False,False,0
R_1030.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1030.jpg,0,0_Recyclable,36,False,False,2
R_1031.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1031.jpg,0,0_Recyclable,37,False,False,4
R_1032.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1032.jpg,0,0_Recyclable,38,False,False,2
R_1033.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1033.jpg,0,0_Recyclable,39,False,False,4
R_1034.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1034.jpg,0,0_Recyclable,40,False,False,1
R_1035.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1035.jpg,0,0_Recyclable,41,False,False,0
R_1036.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1036.jpg,0,0_Recyclable,42,False,False,0
R_1037.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1037.jpg,0,0_Recyclable,43,False,False,2
R_1038.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1038.jpg,0,0_Recyclable,44,False,False,0
R_1039.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1039.jpg,0,0_Recyclable,45,False,False,2
R_104.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_104.jpg,0,0_Recyclable,46,False,False,0
R_1040.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1040.jpg,0,0_Recyclable,47,False,False,1
R_1041.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1041.jpg,0,0_Recyclable,48,False,False,2
R_1042.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1042.jpg,0,0_Recyclable,49,False,False,4
R_1043.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1043.jpg,0,0_Recyclable,50,False,False,2
R_1044.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1044.jpg,0,0_Recyclable,51,False,False,2
R_1045.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1045.jpg,0,0_Recyclable,52,False,False,0
R_1046.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1046.jpg,0,0_Recyclable,53,False,False,2
R_1047.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1047.jpg,0,0_Recyclable,54,False,False,1
R_1048.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1048.jpg,0,0_Recyclable,55,False,False,0
R_1049.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1049.jpg,0,0_Recyclable,56,False,False,3
R_105.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_105.jpg,0,0_Recyclable,57,False,False,3
R_1050.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1050.jpg,0,0_Recyclable,58,False,False,4
R_1051.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1051.jpg,0,0_Recyclable,59,False,False,1
R_1052.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1052.jpg,0,0_Recyclable,60,False,False,0
R_1053.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1053.jpg,0,0_Recyclable,61,False,False,0
R_1054.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1054.jpg,0,0_Recyclable,62,False,False,2
R_1055.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1055.jpg,0,0_Recyclable,63,False,False,4
R_1056.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1056.jpg,0,0_Recyclable,64,False,False,2
R_1057.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1057.jpg,0,0_Recyclable,65,False,False,1
R_1058.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1058.jpg,0,0_Recyclable,66,False,False,3
R_1059.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1059.jpg,0,0_Recyclable,67,False,False,1
R_106.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_106.jpg,0,0_Recyclable,68,False,False,3
R_1060.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1060.jpg,0,0_Recyclable,69,False,False,4
R_1061.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1061.jpg,0,0_Recyclable,70,False,False,3
R_1062.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1062.jpg,0,0_Recyclable,71,False,False,4
R_1063.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1063.jpg,0,0_Recyclable,72,False,False,3
R_1064.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1064.jpg,0,0_Recyclable,73,False,False,2
R_1065.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1065.jpg,0,0_Recyclable,74,False,False,1
R_1066.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1066.jpg,0,0_Recyclable,75,False,False,2
R_1067.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1067.jpg,0,0_Recyclable,76,False,False,2
R_1068.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1068.jpg,0,0_Recyclable,77,False,False,1
R_1069.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1069.jpg,0,0_Recyclable,78,False,False,4
R_107.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_107.jpg,0,0_Recyclable,79,False,False,4
R_1070.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1070.jpg,0,0_Recyclable,80,False,False,4
R_1071.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1071.jpg,0,0_Recyclable,81,False,False,4
R_1072.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1072.jpg,0,0_Recyclable,82,False,False,3
R_1073.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1073.jpg,0,0_Recyclable,83,False,False,0
R_1074.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1074.jpg,0,0_Recyclable,84,False,False,0
R_1075.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1075.jpg,0,0_Recyclable,85,False,False,2
R_1076.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1076.jpg,0,0_Recyclable,86,False,False,4
R_1077.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1077.jpg,0,0_Recyclable,87,False,False,0
R_1078.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1078.jpg,0,0_Recyclable,88,False,False,1
R_1079.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1079.jpg,0,0_Recyclable,89,False,False,2
R_108.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_108.jpg,0,0_Recyclable,90,False,False,1
R_1080.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1080.jpg,0,0_Recyclable,91,False,False,0
R_1081.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1081.jpg,0,0_Recyclable,92,False,False,0
R_1082.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1082.jpg,0,0_Recyclable,93,False,False,2
R_1083.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1083.jpg,0,0_Recyclable,94,False,False,0
R_1084.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1084.jpg,0,0_Recyclable,95,False,False,0
R_1085.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1085.jpg,0,0_Recyclable,96,False,False,0
R_1086.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1086.jpg,0,0_Recyclable,97,False,False,3
R_1087.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1087.jpg,0,0_Recyclable,98,False,False,2
R_1088.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1088.jpg,0,0_Recyclable,99,False,False,1
R_1089.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1089.jpg,0,0_Recyclable,100,False,False,1
R_109.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_109.jpg,0,0_Recyclable,101,False,False,3
R_1090.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1090.jpg,0,0_Recyclable,102,False,False,4
R_1091.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1091.jpg,0,0_Recyclable,103,False,False,1
R_1092.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1092.jpg,0,0_Recyclable,104,False,False,4
R_1093.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1093.jpg,0,0_Recyclable,105,False,False,4
R_1094.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1094.jpg,0,0_Recyclable,106,False,False,3
R_1095.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1095.jpg,0,0_Recyclable,107,False,False,1
R_1096.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1096.jpg,0,0_Recyclable,108,False,False,1
R_1097.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1097.jpg,0,0_Recyclable,109,False,False,2
R_1098.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1098.jpg,0,0_Recyclable,110,False,False,2
R_1099.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1099.jpg,0,0_Recyclable,111,False,False,0
R_11.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_11.jpg,0,0_Recyclable,112,False,False,2
R_110.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_110.jpg,0,0_Recyclable,113,False,False,4
R_1100.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1100.jpg,0,0_Recyclable,114,False,False,4
R_1101.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1101.jpg,0,0_Recyclable,115,False,False,1
R_1102.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1102.jpg,0,0_Recyclable,116,False,False,0
R_1103.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1103.jpg,0,0_Recyclable,117,False,False,0
R_1104.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1104.jpg,0,0_Recyclable,118,False,False,0
R_1105.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1105.jpg,0,0_Recyclable,119,False,False,1
R_1106.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1106.jpg,0,0_Recyclable,120,False,False,1
R_1107.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1107.jpg,0,0_Recyclable,121,False,False,4
R_1108.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1108.jpg,0,0_Recyclable,122,False,False,2
R_1109.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1109.jpg,0,0_Recyclable,123,False,False,3
R_111.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_111.jpg,0,0_Recyclable,124,False,False,3
R_1110.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1110.jpg,0,0_Recyclable,125,False,False,3
R_1111.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1111.jpg,0,0_Recyclable,126,False,False,4
R_1112.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1112.jpg,0,0_Recyclable,127,False,False,0
R_1113.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1113.jpg,0,0_Recyclable,128,False,False,1
R_1114.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1114.jpg,0,0_Recyclable,129,False,False,0
R_1115.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1115.jpg,0,0_Recyclable,130,False,False,1
R_1116.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1116.jpg,0,0_Recyclable,131,False,False,3
R_1117.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1117.jpg,0,0_Recyclable,132,False,False,1
R_1118.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1118.jpg,0,0_Recyclable,133,False,False,2
R_1119.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1119.jpg,0,0_Recyclable,134,False,False,0
R_112.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_112.jpg,0,0_Recyclable,135,False,False,4
R_1120.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1120.jpg,0,0_Recyclable,136,False,False,0
R_1121.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1121.jpg,0,0_Recyclable,137,False,False,4
R_1122.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1122.jpg,0,0_Recyclable,138,False,False,1
R_1123.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1123.jpg,0,0_Recyclable,139,False,False,0
R_1124.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1124.jpg,0,0_Recyclable,140,False,False,1
R_1125.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1125.jpg,0,0_Recyclable,141,False,False,1
R_1126.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1126.jpg,0,0_Recyclable,142,False,False,1
R_1127.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1127.jpg,0,0_Recyclable,143,False,False,4
R_1128.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1128.jpg,0,0_Recyclable,144,False,False,3
R_1129.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1129.jpg,0,0_Recyclable,145,False,False,2
R_113.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_113.jpg,0,0_Recyclable,146,False,False,1
R_1130.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1130.jpg,0,0_Recyclable,147,False,False,0
R_1131.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1131.jpg,0,0_Recyclable,148,False,False,4
R_1132.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1132.jpg,0,0_Recyclable,149,False,False,2
R_1133.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1133.jpg,0,0_Recyclable,150,False,False,2
R_1134.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1134.jpg,0,0_Recyclable,151,False,False,1
R_1135.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1135.jpg,0,0_Recyclable,152,False,False,2
R_1136.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1136.jpg,0,0_Recyclable,153,False,False,1
R_1137.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1137.jpg,0,0_Recyclable,154,False,False,3
R_1138.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1138.jpg,0,0_Recyclable,155,False,False,4
R_1139.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1139.jpg,0,0_Recyclable,156,False,False,4
R_114.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_114.jpg,0,0_Recyclable,157,False,False,4
R_1140.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1140.jpg,0,0_Recyclable,158,False,False,2
R_1141.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1141.jpg,0,0_Recyclable,159,False,False,1
R_1142.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1142.jpg,0,0_Recyclable,160,False,False,1
R_1143.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1143.jpg,0,0_Recyclable,161,False,False,0
R_1144.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1144.jpg,0,0_Recyclable,162,False,False,0
R_1145.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1145.jpg,0,0_Recyclable,163,False,False,2
R_1146.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1146.jpg,0,0_Recyclable,164,False,False,4
R_1147.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1147.jpg,0,0_Recyclable,165,False,False,4
R_1148.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1148.jpg,0,0_Recyclable,166,False,False,4
R_1149.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1149.jpg,0,0_Recyclable,167,False,False,3
R_115.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_115.jpg,0,0_Recyclable,168,False,False,3
R_1150.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1150.jpg,0,0_Recyclable,169,False,False,3
R_1151.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1151.jpg,0,0_Recyclable,170,False,False,1
R_1152.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1152.jpg,0,0_Recyclable,171,False,False,0
R_1153.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1153.jpg,0,0_Recyclable,172,False,False,3
R_1154.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1154.jpg,0,0_Recyclable,173,False,False,0
R_1155.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1155.jpg,0,0_Recyclable,174,False,False,3
R_1156.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1156.jpg,0,0_Recyclable,175,False,False,2
R_1157.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1157.jpg,0,0_Recyclable,176,False,False,3
R_1158.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1158.jpg,0,0_Recyclable,177,False,False,2
R_1159.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1159.jpg,0,0_Recyclable,178,False,False,2
R_116.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_116.jpg,0,0_Recyclable,179,False,False,2
R_1160.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1160.jpg,0,0_Recyclable,180,False,False,1
R_1161.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1161.jpg,0,0_Recyclable,181,False,False,0
R_1162.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1162.jpg,0,0_Recyclable,182,False,False,3
R_1163.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1163.jpg,0,0_Recyclable,183,False,False,1
R_1164.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1164.jpg,0,0_Recyclable,184,False,False,2
R_1165.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1165.jpg,0,0_Recyclable,185,False,False,4
R_1166.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1166.jpg,0,0_Recyclable,186,False,False,3
R_1167.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1167.jpg,0,0_Recyclable,187,False,False,2
R_1168.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1168.jpg,0,0_Recyclable,188,False,False,0
R_1169.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1169.jpg,0,0_Recyclable,189,False,False,4
R_117.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_117.jpg,0,0_Recyclable,190,False,False,4
R_1170.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1170.jpg,0,0_Recyclable,191,False,False,2
R_1171.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1171.jpg,0,0_Recyclable,192,False,False,2
R_1172.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1172.jpg,0,0_Recyclable,193,False,False,4
R_1173.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1173.jpg,0,0_Recyclable,194,False,False,2
R_1174.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1174.jpg,0,0_Recyclable,195,False,False,1
R_1175.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1175.jpg,0,0_Recyclable,196,False,False,4
R_1176.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1176.jpg,0,0_Recyclable,197,False,False,4
R_1177.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1177.jpg,0,0_Recyclable,198,False,False,0
R_1178.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1178.jpg,0,0_Recyclable,199,False,False,3
R_1179.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1179.jpg,0,0_Recyclable,200,False,False,2
R_118.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_118.jpg,0,0_Recyclable,201,False,False,0
R_1180.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1180.jpg,0,0_Recyclable,202,False,False,4
R_1181.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1181.jpg,0,0_Recyclable,203,False,False,4
R_1182.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1182.jpg,0,0_Recyclable,204,False,False,1
R_1183.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1183.jpg,0,0_Recyclable,205,False,False,2
R_1184.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1184.jpg,0,0_Recyclable,206,False,False,0
R_1185.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1185.jpg,0,0_Recyclable,207,False,False,2
R_1186.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1186.jpg,0,0_Recyclable,208,False,False,1
R_1187.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1187.jpg,0,0_Recyclable,209,False,False,0
R_1188.jpg,d:\GitHub\satria-data-bdc-2026\train\0_Recyclable\R_1188.jpg,0,0_Recyclable,210,False,False,0
